transcription,file_path
THE FISH TWISTED AND TURNED ON THE BENT HOOK,../transcripts/data/indian/speaker_02/indian_s02_022.txt
PRESS THE PANTS AND SEW BUTTON ON THE VEST,../transcripts/data/indian/speaker_02/indian_s02_023.txt
THE SWAN DIVE WAS FAR SHORT OF PERFECT,../transcripts/data/indian/speaker_02/indian_s02_024.txt
THE BEAUTY OF THE VIEW STUNED THE YOUNG BOY,../transcripts/data/indian/speaker_02/indian_s02_025.txt
TWO BLUE FISH SWAM IN THE TANK,../transcripts/data/indian/speaker_02/indian_s02_026.txt
HER PURSE WAS FULL OF USELESS TRASH,../transcripts/data/indian/speaker_02/indian_s02_027.txt
THE COLT REARED AND THREW THE TALL RIDER,../transcripts/data/indian/speaker_02/indian_s02_028.txt
IT SNOWED,../transcripts/data/indian/speaker_02/indian_s02_029.txt
RAINED,../transcripts/data/indian/speaker_02/indian_s02_030.txt
AND HAILED THE SAME MORNING,../transcripts/data/indian/speaker_02/indian_s02_031.txt
READ VERSE OUT LOUD FOR PLEASURE,../transcripts/data/indian/speaker_02/indian_s02_032.txt
HOIST THE LOAD TO YOUR LEFT SHOULDER,../transcripts/data/indian/speaker_02/indian_s02_033.txt
TAKE THE WINDING PATH TO REACH THE LAKE,../transcripts/data/indian/speaker_02/indian_s02_034.txt
NOTE CLOSELY THE SIZE OF THE GAS TANK,../transcripts/data/indian/speaker_02/indian_s02_035.txt
WIPE THE GREASE OFF HIS DIRTY FACE,../transcripts/data/indian/speaker_02/indian_s02_036.txt
MEND THE COAT BEFORE YOU GO OUT,../transcripts/data/indian/speaker_02/indian_s02_037.txt
THE WRIST WAS BADLY STRAINED AND HUNG LIMP,../transcripts/data/indian/speaker_02/indian_s02_038.txt
THE STRAY CAT GAVE BIRTH TO KITTENS,../transcripts/data/indian/speaker_02/indian_s02_039.txt
THE YOUNG GIRL GAVE NO CLEAR RESPONSE,../transcripts/data/indian/speaker_02/indian_s02_040.txt
THE MEAL WAS COOKED BEFORE THE BELL RANG,../transcripts/data/indian/speaker_02/indian_s02_041.txt
WHAT JOY THERE IS IN LIVING,../transcripts/data/indian/speaker_02/indian_s02_042.txt
A KING RULED THE STATE IN THE EARLY DAYS,../transcripts/data/indian/speaker_02/indian_s02_043.txt
THE SHIP WAS TORN APART ON THE SHARP REEF,../transcripts/data/indian/speaker_02/indian_s02_044.txt
SICKNESS KEPT HIM HOME THE THIRD WEEK,../transcripts/data/indian/speaker_02/indian_s02_045.txt
THE WIDE ROAD SHIMMERED IN THE HOT SUN,../transcripts/data/indian/speaker_02/indian_s02_046.txt
THE LAZY COW LAY IN THE COOL GRASS,../transcripts/data/indian/speaker_02/indian_s02_047.txt
LIFT THE SQUARE STONE OVER THE FENCE,../transcripts/data/indian/speaker_02/indian_s02_048.txt
THE ROPE WILL BIND THE SEVEN BOOKS AT ONCE,../transcripts/data/indian/speaker_02/indian_s02_049.txt
HOP OVER THE FENCE AND PLUNGE IN,../transcripts/data/indian/speaker_02/indian_s02_050.txt
THE FRIENDLY GANG LEFT THE DRUG STORE,../transcripts/data/indian/speaker_02/indian_s02_051.txt
MESH WIRE KEEPS CHICKS INSIDE,../transcripts/data/indian/speaker_02/indian_s02_052.txt
THE FROSTY AIR PASSED THROUGH THE COAT,../transcripts/data/indian/speaker_02/indian_s02_053.txt
THE CROOKED MAZE FAILED TO FOOL THE MOUSE,../transcripts/data/indian/speaker_02/indian_s02_054.txt
ADDING FAST LEADS TO WRONG SUMS,../transcripts/data/indian/speaker_02/indian_s02_055.txt
THE SHOW WAS A FLOP FROM THE VERY START,../transcripts/data/indian/speaker_02/indian_s02_056.txt
A SAW AS A TOOL USED FOR MAKING BOARDS,../transcripts/data/indian/speaker_02/indian_s02_057.txt
THE WAGON MOVED ON WELL OILED WHEELS,../transcripts/data/indian/speaker_02/indian_s02_058.txt
MARCH THE SOLDIERS PAST THE NEXT HILL,../transcripts/data/indian/speaker_02/indian_s02_059.txt
A CUP OF SUGAR MAKES SWEET FUDGE,../transcripts/data/indian/speaker_02/indian_s02_060.txt
PLACE A ROSEBUSH NEAR THE PORCH STEPS,../transcripts/data/indian/speaker_02/indian_s02_061.txt
BOTH LOST THEIR LIVES IN THE RAGING STORM,../transcripts/data/indian/speaker_02/indian_s02_062.txt
WE TALKED OF THE SIDE SHOW IN THE CIRCUS,../transcripts/data/indian/speaker_02/indian_s02_063.txt
USE A PENCIL TO WRITE THE FIRST DRAFT,../transcripts/data/indian/speaker_02/indian_s02_064.txt
HE RAN HALFWAY TO THE HARDWARE STORE,../transcripts/data/indian/speaker_02/indian_s02_065.txt
THE CLOCK STRUCK TO MARK THE THIRD PERIOD,../transcripts/data/indian/speaker_02/indian_s02_066.txt
A SMALL CREEK CUT ACROSS THE FIELD,../transcripts/data/indian/speaker_02/indian_s02_067.txt
CARS AND BUSSES STALLED IN SNOW DRIFTS,../transcripts/data/indian/speaker_02/indian_s02_068.txt
THE SET OF CHINA HIT THE FLOOR WITH A CRASH,../transcripts/data/indian/speaker_02/indian_s02_069.txt
THIS IS A GRAND SEASON FOR HYKES ON THE ROAD,../transcripts/data/indian/speaker_02/indian_s02_070.txt
THE DUNE ROSE FROM THE EDGE OF THE WATER,../transcripts/data/indian/speaker_02/indian_s02_071.txt
THOSE WORDS WERE THE CUE FOR THE ACTOR TO LEAVE,../transcripts/data/indian/speaker_02/indian_s02_072.txt
A YACHT SLID AROUND THE POINT INTO THE BAY,../transcripts/data/indian/speaker_02/indian_s02_073.txt
THE TWO MET WHILE PLAYING ON THE SAND,../transcripts/data/indian/speaker_02/indian_s02_074.txt
THE INK STAIN DRIED ON THE FINISHED PAGE,../transcripts/data/indian/speaker_02/indian_s02_075.txt
THE WALLED TOWN WAS SEIZED WITHOUT A FIGHT,../transcripts/data/indian/speaker_02/indian_s02_076.txt
THE LEASE RAN OUT IN SIXTEEN WEEKS,../transcripts/data/indian/speaker_02/indian_s02_077.txt
A TAME SQUIRREL MAKES A NICE PET,../transcripts/data/indian/speaker_02/indian_s02_078.txt
THE HORN OF THE CAR WOKE THE SLEEPING COP,../transcripts/data/indian/speaker_02/indian_s02_079.txt
THE HEART BEATS STRONGLY AND WITH FIRM STROKES,../transcripts/data/indian/speaker_02/indian_s02_080.txt
THE PEARL WAS WORN IN A THIN SILVER RING,../transcripts/data/indian/speaker_02/indian_s02_081.txt
THE FRUIT PEEL WAS CUT IN THICK SLICES,../transcripts/data/indian/speaker_02/indian_s02_082.txt
THE NAVY ATTACKED THE BIG TASK FORCE,../transcripts/data/indian/speaker_02/indian_s02_083.txt
SEE THE CAT GLARING AT THE SCARED MOUSE,../transcripts/data/indian/speaker_02/indian_s02_084.txt
THERE ARE MORE THAN TWO FACTORS HERE,../transcripts/data/indian/speaker_02/indian_s02_085.txt
THE HAT BRIM WAS WIDE AND TOO DROOPY,../transcripts/data/indian/speaker_02/indian_s02_086.txt
THE LAWYER TRIED TO LOSE HIS CASE,../transcripts/data/indian/speaker_02/indian_s02_087.txt
THE GRASS CURLED AROUND THE FENCE POST,../transcripts/data/indian/speaker_02/indian_s02_088.txt
CUT THE PIE INTO LARGE PARTS,../transcripts/data/indian/speaker_02/indian_s02_089.txt
MEN STRIVE BUT SELDOM GET RICH,../transcripts/data/indian/speaker_02/indian_s02_090.txt
ALWAYS CLOSE THE BARN DOOR TIGHT,../transcripts/data/indian/speaker_02/indian_s02_091.txt
HE LAY PRONE AND HARDLY MOVED A LIMB,../transcripts/data/indian/speaker_02/indian_s02_092.txt
THE SLUSH LAY DEEP ALONG THE STREET,../transcripts/data/indian/speaker_02/indian_s02_093.txt
A WISP OF CLOUD HUNG IN THE BLUE AIR,../transcripts/data/indian/speaker_02/indian_s02_094.txt
A POUND OF SUGAR COSTS MORE THAN EGGS,../transcripts/data/indian/speaker_02/indian_s02_095.txt
THE FIN WAS SHARP AND CUT THE CLEAR WATER,../transcripts/data/indian/speaker_02/indian_s02_096.txt
THE PLAY SEEMS DULL AND QUITE STUPID,../transcripts/data/indian/speaker_02/indian_s02_097.txt
BAIL THE BOAT TO STOP IT FROM SINKING,../transcripts/data/indian/speaker_02/indian_s02_098.txt
THE TERM ENDED IN LATE JUNE THAT YEAR,../transcripts/data/indian/speaker_02/indian_s02_099.txt
A TUSK USED TO MAKE COSTLY GIFTS,../transcripts/data/indian/speaker_02/indian_s02_100.txt
TEN PINS WERE SET IN ORDER,../transcripts/data/indian/speaker_02/indian_s02_101.txt
THE BILL WAS PAID EVERY THIRD WEEK,../transcripts/data/indian/speaker_02/indian_s02_102.txt
OAK IS STRONG AND ALSO GIVES SHADE,../transcripts/data/indian/speaker_02/indian_s02_103.txt
CATS AND DOGS EACH HATE THE OTHER,../transcripts/data/indian/speaker_02/indian_s02_104.txt
THE PIPE BEGAN TO RUST WHILE NEW,../transcripts/data/indian/speaker_02/indian_s02_105.txt
OPEN THE CRATE BUT DON'T BREAK THE GLASS,../transcripts/data/indian/speaker_02/indian_s02_106.txt
ADD THE SUM TO THE PRODUCT OF THESE THREE,../transcripts/data/indian/speaker_02/indian_s02_107.txt
THIEVES WHO ROB FRIENDS DESERVE JAIL,../transcripts/data/indian/speaker_02/indian_s02_108.txt
THE RIPE TASTE OF CHEESE IMPROVES WITH AGE,../transcripts/data/indian/speaker_02/indian_s02_109.txt
ACT ON THESE ORDERS WITH GREAT SPEED,../transcripts/data/indian/speaker_02/indian_s02_110.txt
THE HOG CRAWLED UNDER THE HIGH FENCE,../transcripts/data/indian/speaker_02/indian_s02_111.txt
MOVE THE VAT OVER THE HOT FIRE,../transcripts/data/indian/speaker_02/indian_s02_112.txt
THE BARK OF THE PINE TREE WAS SHINY AND DARK,../transcripts/data/indian/speaker_02/indian_s02_113.txt
LEAVES TURN BROWN AND YELLOW IN THE FALL,../transcripts/data/indian/speaker_02/indian_s02_114.txt
THE PENNANT WAVED WHEN THE WIND BLEW,../transcripts/data/indian/speaker_02/indian_s02_115.txt
SPLIT THE LOG WITH A QUICK,../transcripts/data/indian/speaker_02/indian_s02_116.txt
SHARP BLOW,../transcripts/data/indian/speaker_02/indian_s02_117.txt
BURN PEAT AFTER THE LOGS GIVE OUT,../transcripts/data/indian/speaker_02/indian_s02_118.txt
HE ORDERED PEACH PIE WITH ICE CREAM,../transcripts/data/indian/speaker_02/indian_s02_119.txt
WEAVE THE CARPET ON THE RIGHT HAND SIDE,../transcripts/data/indian/speaker_02/indian_s02_120.txt
HEMP IS A WEED FOUND IN PARTS OF THE TROPICS,../transcripts/data/indian/speaker_02/indian_s02_121.txt
A LAME BACK KEPT HIS SCORE LOW,../transcripts/data/indian/speaker_02/indian_s02_122.txt
WE FIND JOY IN THE SIMPLEST THINGS,../transcripts/data/indian/speaker_02/indian_s02_123.txt
TYPE OUT THREE LISTS OF ORDERS,../transcripts/data/indian/speaker_02/indian_s02_124.txt
THE HARDER HE TRIED THE LESS HE GOT DONE,../transcripts/data/indian/speaker_02/indian_s02_125.txt
THE BOSS RAN THE SHOW WITH A WATCHFUL EYE,../transcripts/data/indian/speaker_02/indian_s02_126.txt
THE CUP CRACKED AND SPILLED ITS CONTENTS,../transcripts/data/indian/speaker_02/indian_s02_127.txt
PASTE CAN CLEANSE THE MOST DIRTY BRASS,../transcripts/data/indian/speaker_02/indian_s02_128.txt
THE SLANG WORD FOR RAW WHISKY IS BOOZE,../transcripts/data/indian/speaker_02/indian_s02_129.txt
IT CAUGHT ITS HIND PAW IN A RUSTY TRAP,../transcripts/data/indian/speaker_02/indian_s02_130.txt
THE WHARF COULD BE SEEN AT THE FARTHER SHORE,../transcripts/data/indian/speaker_02/indian_s02_131.txt
FEEL THE HEAT OF THE WEAK DYING FLAME,../transcripts/data/indian/speaker_02/indian_s02_132.txt
THE TINY GIRL TOOK OFF HER HAT,../transcripts/data/indian/speaker_02/indian_s02_133.txt
A CRAMP IS NO SMALL DANGER ON A SWIN,../transcripts/data/indian/speaker_02/indian_s02_134.txt
HE SAID THE SAME PHRASE THIRTY TIMES,../transcripts/data/indian/speaker_02/indian_s02_135.txt
PLUCK THE BRIGHT ROSE WITHOUT LEAVES,../transcripts/data/indian/speaker_02/indian_s02_136.txt
TWO PLUS SEVEN IS LESS THAN TEN,../transcripts/data/indian/speaker_02/indian_s02_137.txt
THE GLOW DEEPENED IN THE EYES OF THE SWEET GIRL,../transcripts/data/indian/speaker_02/indian_s02_138.txt
BRING YOUR PROBLEMS TO THE WISE CHIEF,../transcripts/data/indian/speaker_02/indian_s02_139.txt
WRITE A FOND NOTE OF THE FRIEND YOU CHERISH,../transcripts/data/indian/speaker_02/indian_s02_140.txt
CLOTHES AND LODGING ARE FREE TO NEW MEN,../transcripts/data/indian/speaker_02/indian_s02_141.txt
WE FROWN WHEN EVENTS TAKE A BAD TURN,../transcripts/data/indian/speaker_02/indian_s02_142.txt
PORT IS A STRONG WINE WITH A SMOKY TASTE,../transcripts/data/indian/speaker_02/indian_s02_143.txt
THE YOUNG KID JUMPED THE RUSTY GATE,../transcripts/data/indian/speaker_02/indian_s02_144.txt
GUESS THE RESULT FROM THE FIRST SCORES,../transcripts/data/indian/speaker_02/indian_s02_145.txt
A SALT PICKLE TASTES FINE WITH HAM,../transcripts/data/indian/speaker_02/indian_s02_146.txt
THE JUST CLAIM GOT THE RIGHT VERDICT,../transcripts/data/indian/speaker_02/indian_s02_147.txt
THOSE THISTLES BEND IN A HIGH WIND,../transcripts/data/indian/speaker_02/indian_s02_148.txt
PURE BRED POODLES HAVE CURLS,../transcripts/data/indian/speaker_02/indian_s02_149.txt
THE TREE TOP WAVED IN A GRACEFUL WAY,../transcripts/data/indian/speaker_02/indian_s02_150.txt
THE SPOT ON THE BLOTTER WAS MADE BY GREEN INK,../transcripts/data/indian/speaker_02/indian_s02_151.txt
MUD WAS SPATTERED ON THE FRONT OF HIS WHITE SHIRT,../transcripts/data/indian/speaker_02/indian_s02_152.txt
THE CIGAR BURNED A HOLE IN THE DESK TOP,../transcripts/data/indian/speaker_02/indian_s02_153.txt
THE EMPTY FLASK STOOD ON THE TIN TRAY,../transcripts/data/indian/speaker_02/indian_s02_154.txt
A SPEEDY MAN CAN BEAT THIS TRACK MARK,../transcripts/data/indian/speaker_02/indian_s02_155.txt
HE BROKE A NEW SHOELACE THAT DAY,../transcripts/data/indian/speaker_02/indian_s02_156.txt
THE COFFEE STAND IS TOO HIGH FOR THE COUCH,../transcripts/data/indian/speaker_02/indian_s02_157.txt
THE URGE TO WRITE SHORT STORIES IS RARE,../transcripts/data/indian/speaker_02/indian_s02_158.txt
THE PENCILS HAVE ALL BEEN USED,../transcripts/data/indian/speaker_02/indian_s02_159.txt
THE PIRATES SEIZED THE CREW OF THE LOST SHIP,../transcripts/data/indian/speaker_02/indian_s02_160.txt
WE TRIED TO REPLACE THE COIN BUT FAILED,../transcripts/data/indian/speaker_02/indian_s02_161.txt
SHE SEWED THE TORN COAT QUITE NEATLY,../transcripts/data/indian/speaker_02/indian_s02_162.txt
THE SOFA CUSHION IS RED AND OF LIGHT WEIGHT,../transcripts/data/indian/speaker_02/indian_s02_163.txt
THE JACKET HUNG ON THE BACK OF THE WIDE CHAIR,../transcripts/data/indian/speaker_02/indian_s02_164.txt
AT THAT HIGH LEVEL THE AIR IS PURE,../transcripts/data/indian/speaker_02/indian_s02_165.txt
DROP THE TWO WHEN YOU ADD THE FIGURES,../transcripts/data/indian/speaker_02/indian_s02_166.txt
A FILING CASE IS NOW HARD TO BUY,../transcripts/data/indian/speaker_02/indian_s02_167.txt
AN ABRUPT START DOES NOT WIN THE PRIZE,../transcripts/data/indian/speaker_02/indian_s02_168.txt
WHIT IS BEST FOR MAKING TOYS AND BLOCKS,../transcripts/data/indian/speaker_02/indian_s02_169.txt
THE OFFICE PAINT WAS DULL,../transcripts/data/indian/speaker_02/indian_s02_170.txt
SAID DAN,../transcripts/data/indian/speaker_02/indian_s02_171.txt
HE KNEW THE SKILL OF A GREAT YOUNG ACTRESS,../transcripts/data/indian/speaker_02/indian_s02_172.txt
A RAG WILL SOAK UP SPILLED WATER,../transcripts/data/indian/speaker_02/indian_s02_173.txt
A SHOWER OF DIRT FELL FROM THE HOT PIPES,../transcripts/data/indian/speaker_02/indian_s02_174.txt
STEAM HIST FROM THE BROKEN VALVE,../transcripts/data/indian/speaker_02/indian_s02_175.txt
THE CHILD ALMOST HURT THE SMALL DOG,../transcripts/data/indian/speaker_02/indian_s02_176.txt
THERE WAS A SOUND OF DRY LEAVES OUTSIDE,../transcripts/data/indian/speaker_02/indian_s02_177.txt
THE SKY THAT MORNING WAS CLEAR AND BRIGHT BLUE,../transcripts/data/indian/speaker_02/indian_s02_178.txt
TORN SCRAPS LITTERED THE STONE FLOOR,../transcripts/data/indian/speaker_02/indian_s02_179.txt
SUNDAY IS THE BEST PART OF THE WEEK,../transcripts/data/indian/speaker_02/indian_s02_180.txt
THE DOCTOR CURED HIM WITH THESE PILLS,../transcripts/data/indian/speaker_02/indian_s02_181.txt
THE NEW GIRL WAS FIRED TODAY AT NOON,../transcripts/data/indian/speaker_02/indian_s02_182.txt
THEY FELT GAY WHEN THE SHIP ARRIVED IN PORT,../transcripts/data/indian/speaker_02/indian_s02_183.txt
ADD THE STORE'S ACCOUNT TO THE LAST CENT,../transcripts/data/indian/speaker_02/indian_s02_184.txt
ACID BURNS HOLES IN WOOL CLOTH,../transcripts/data/indian/speaker_02/indian_s02_185.txt
FAIRY TALES SHOULD BE FUN TO WRITE,../transcripts/data/indian/speaker_02/indian_s02_186.txt
EIGHT MILES OF WOODLAND BURN TO WASTE,../transcripts/data/indian/speaker_02/indian_s02_187.txt
THE THIRD ACT WAS DULL AND TIRED THE PLAYERS,../transcripts/data/indian/speaker_02/indian_s02_188.txt
A YOUNG CHILD SHOULD NOT SUFFER FRIGHT,../transcripts/data/indian/speaker_02/indian_s02_189.txt
ADD THE COLUMN AND PUT THE SUM HERE,../transcripts/data/indian/speaker_02/indian_s02_190.txt
WE ADMIRE AND LOVE A GOOD COOK,../transcripts/data/indian/speaker_02/indian_s02_191.txt
THERE THE FLOOD MARK IS TEN INCHES,../transcripts/data/indian/speaker_02/indian_s02_192.txt
HE CARVED A HEAD FROM THE ROUND BLOCK OF MARBLE,../transcripts/data/indian/speaker_02/indian_s02_193.txt
SHE HAS A SMART WAY OF WEARING CLOTHES,../transcripts/data/indian/speaker_02/indian_s02_194.txt
THE FRUIT OF A FIG TREE IS APPLE SHAPED,../transcripts/data/indian/speaker_02/indian_s02_195.txt
CORN COBS CAN BE USED TO KINDLE A FIRE,../transcripts/data/indian/speaker_02/indian_s02_196.txt
WHERE WERE THEY WHEN THE NOISE STARTED,../transcripts/data/indian/speaker_02/indian_s02_197.txt
THE PAPER BOX IS FULL OF THUMB TACKS,../transcripts/data/indian/speaker_02/indian_s02_198.txt
SELL YOUR GIFT TO A BUYER AT A GOOD GAIN,../transcripts/data/indian/speaker_02/indian_s02_199.txt
THE TONGS LAY BESIDE THE ICE PAIL,../transcripts/data/indian/speaker_02/indian_s02_200.txt
THE PETALS FALL WITH THE NEXT PUFF OF WIND,../transcripts/data/indian/speaker_02/indian_s02_201.txt
BRING YOUR BEST COMPASS TO THE THIRD CLASS,../transcripts/data/indian/speaker_02/indian_s02_202.txt
THEY COULD LAUGH ALTHOUGH THEY WERE SAD,../transcripts/data/indian/speaker_02/indian_s02_203.txt
FARMERS CAME IN TO THRESH THE OAT CROP,../transcripts/data/indian/speaker_02/indian_s02_204.txt
THE BROWN HOUSE WAS ON FIRE TO THE ATTIC,../transcripts/data/indian/speaker_02/indian_s02_205.txt
THE LURE IS USED TO CATCH TROUT AND FLOUNDER,../transcripts/data/indian/speaker_02/indian_s02_206.txt
FLOAT THE SOAP ON TOP OF THE BATH WATER,../transcripts/data/indian/speaker_02/indian_s02_207.txt
A BLUE CRANE IS A TALL WADING BIRD,../transcripts/data/indian/speaker_02/indian_s02_208.txt
A FRESH START WILL WORK SUCH WONDERS,../transcripts/data/indian/speaker_02/indian_s02_209.txt
THE CLUB RENTED THE RINK FOR THE FIFTH NIGHT,../transcripts/data/indian/speaker_02/indian_s02_210.txt
AFTER THE DANCE,../transcripts/data/indian/speaker_02/indian_s02_211.txt
THEY WENT STRAIGHT HOME,../transcripts/data/indian/speaker_02/indian_s02_212.txt
THE HOST HAS TAUGHT THE NEW MAID TO SERVE,../transcripts/data/indian/speaker_02/indian_s02_213.txt
HE WROTE HIS LAST NOVEL THERE AT THE INN,../transcripts/data/indian/speaker_02/indian_s02_214.txt
EVEN THE WORST WILL BEAT HIS LOW SCORE,../transcripts/data/indian/speaker_02/indian_s02_215.txt
THE CEMENT HAD DRIED WHEN HE MOVED IT,../transcripts/data/indian/speaker_02/indian_s02_216.txt
THE LOSS OF THE SECOND SHIP WAS HARD TO TAKE,../transcripts/data/indian/speaker_02/indian_s02_217.txt
THE FLY MADE ITS WAY ALONG THE WALL,../transcripts/data/indian/speaker_02/indian_s02_218.txt
DO THAT WITH A WOODEN STICK,../transcripts/data/indian/speaker_02/indian_s02_219.txt
LIVE WIRES SHOULD BE KEPT COVERED,../transcripts/data/indian/speaker_02/indian_s02_220.txt
THE LARGE HOUSE HAD HOT WATER TAPS,../transcripts/data/indian/speaker_02/indian_s02_221.txt
IT IS HARD TO ERASE BLUE OR RED INK,../transcripts/data/indian/speaker_02/indian_s02_222.txt
WRITE AT ONCE OR YOU MAY FORGET IT,../transcripts/data/indian/speaker_02/indian_s02_223.txt
THE DOOR KNOB WAS MADE OF BRIGHT CLEAN BRASS,../transcripts/data/indian/speaker_02/indian_s02_224.txt
THE WRECK OCCURRED BY THE BANK ON MAIN STREET,../transcripts/data/indian/speaker_02/indian_s02_225.txt
A PENCIL WITH BLACK LEAD WRITES BEST,../transcripts/data/indian/speaker_02/indian_s02_226.txt
COAX IS A YOUNG CALF TO DRINK FROM A BUCKET,../transcripts/data/indian/speaker_02/indian_s02_227.txt
SCHOOLS FOR LADIES TEACH CHARM AND GRACE,../transcripts/data/indian/speaker_02/indian_s02_228.txt
THE LAMP SHONE WITH A STEADY GREEN FLAME,../transcripts/data/indian/speaker_02/indian_s02_229.txt
THEY TOOK THE AXE AND THE SAW OF THE FOREST,../transcripts/data/indian/speaker_02/indian_s02_230.txt
THE ANCIENT COIN WAS QUITE DULL AND WORN,../transcripts/data/indian/speaker_02/indian_s02_231.txt
THE SHAKY BARN FELL WITH A LOUD CRASH,../transcripts/data/indian/speaker_02/indian_s02_232.txt
JAZZ AND SWING FANS LIKE FAST MUSIC,../transcripts/data/indian/speaker_02/indian_s02_233.txt
RAKE THE RUBBISH UP AND THEN BURN IT,../transcripts/data/indian/speaker_02/indian_s02_234.txt
SLASH THE GOLD CLOTH INTO FINE RIBBONS,../transcripts/data/indian/speaker_02/indian_s02_235.txt
TRY TO HAVE THE COURT DECIDE THE CASE,../transcripts/data/indian/speaker_02/indian_s02_236.txt
THEY ARE PUSHED BACK EACH TIME THEY ATTACK,../transcripts/data/indian/speaker_02/indian_s02_237.txt
HE BROKE HIS TIES WITH GROUPS OF FORMER FRIENDS,../transcripts/data/indian/speaker_02/indian_s02_238.txt
THEY FLOATED ON THE RAFT TO SUN THEIR WHITE BACKS,../transcripts/data/indian/speaker_02/indian_s02_239.txt
THE MAP HAD AN X THAT MEANT NOTHING,../transcripts/data/indian/speaker_02/indian_s02_240.txt
WHITINGS ARE SMALL FISH CAUGHT IN NETS,../transcripts/data/indian/speaker_02/indian_s02_241.txt
SOME ADS SERVE TO CHEAT BUYERS,../transcripts/data/indian/speaker_02/indian_s02_242.txt
JERK THE ROPE IN THE BELL RINGS WEAKLY,../transcripts/data/indian/speaker_02/indian_s02_243.txt
A WAXED FLOOR MAKES US LOSE BALANCE,../transcripts/data/indian/speaker_02/indian_s02_244.txt
MADAM,../transcripts/data/indian/speaker_02/indian_s02_245.txt
THIS IS THE BEST BRAND OF CORN,../transcripts/data/indian/speaker_02/indian_s02_246.txt
ON THE ISLANDS THE SEA BREEZE IS SOFT AND MILD,../transcripts/data/indian/speaker_02/indian_s02_247.txt
THE PLAY BEGAN AS SOON AS WE SAT DOWN,../transcripts/data/indian/speaker_02/indian_s02_248.txt
THIS WILL LEAD THE WORLD TO MORE SOUND AND FURY,../transcripts/data/indian/speaker_02/indian_s02_249.txt
ADD SALT BEFORE YOU FRY THE EGG,../transcripts/data/indian/speaker_02/indian_s02_250.txt
THE RUSH FOR FUNDS REACHED ITS PEAK TUESDAY,../transcripts/data/indian/speaker_02/indian_s02_251.txt
THE BIRCH LOOKED STARK WHITE AND LONESOME,../transcripts/data/indian/speaker_02/indian_s02_252.txt
THE BOX IS HELD BY A BRIGHT RED SNAPPER,../transcripts/data/indian/speaker_02/indian_s02_253.txt
TO MAKE PURE ICE,../transcripts/data/indian/speaker_02/indian_s02_254.txt
YOU FREEZE WATER,../transcripts/data/indian/speaker_02/indian_s02_255.txt
THE FIRST WORM GETS SNAPPED EARLY,../transcripts/data/indian/speaker_02/indian_s02_256.txt
JUMP THE FENCE AND HURRY UP THE BANK,../transcripts/data/indian/speaker_02/indian_s02_257.txt
YELL AN CLAP AS THE CURTAIN SLIDES BACK,../transcripts/data/indian/speaker_02/indian_s02_258.txt
THEY ARE MEN WHO WALK THE MIDDLE OF THE ROAD,../transcripts/data/indian/speaker_02/indian_s02_259.txt
BOTH BROTHERS WERE THE SAME SIZE,../transcripts/data/indian/speaker_02/indian_s02_260.txt
